[2024-08-27 17:59:20] [INFO ] Song ID: 78, Artist: Shep and the Limelites, Title: Daddy's Home, Match: plagdet/data/midi_databases/lakh_clean\Shep_and_The_Limelites\Daddys_Home.mid
[2024-08-27 17:59:21] [INFO ] Song ID: 84, Artist: The Supremes, Title: Baby Love, Match: plagdet/data/midi_databases/lakh_clean\The_Supremes\Baby_Love.mid
[2024-08-27 17:59:21] [INFO ] Song ID: 92, Artist: George Harrison, Title: My Sweet Lord, Match: plagdet/data/midi_databases/lakh_clean\George_Harrison\My_Sweet_Lord.mid
[2024-08-27 17:59:23] [INFO ] Song ID: 111, Artist: Bee Gees, Title: How Deep Is Your Love, Match: plagdet/data/midi_databases/lakh_clean\Bee_Gees\How_Deep_Is_Your_Love.mid
[2024-08-27 17:59:24] [INFO ] Song ID: 117, Artist: Led Zeppelin, Title: Whole Lotta Love, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Whole_Lotta_Love.1.mid
[2024-08-27 17:59:24] [INFO ] Song ID: 117, Artist: Led Zeppelin, Title: Whole Lotta Love, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Whole_Lotta_Love.2.mid
[2024-08-27 17:59:24] [INFO ] Song ID: 117, Artist: Led Zeppelin, Title: Whole Lotta Love, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Whole_Lotta_Love.3.mid
[2024-08-27 17:59:24] [INFO ] Song ID: 117, Artist: Led Zeppelin, Title: Whole Lotta Love, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Whole_Lotta_Love.mid
[2024-08-27 17:59:27] [INFO ] Song ID: 144, Artist: Vanilla Ice, Title: Ice Ice Baby, Match: plagdet/data/midi_databases/lakh_clean\Vanilla_Ice\Ice_Ice_Baby.mid
[2024-08-27 17:59:28] [INFO ] Song ID: 157, Artist: Enigma, Title: Sadeness I, Match: plagdet/data/midi_databases/lakh_clean\Enigma\Sadness.mid
[2024-08-27 17:59:30] [INFO ] Song ID: 179, Artist: ZZ Top, Title: La Grange, Match: plagdet/data/midi_databases/lakh_clean\ZZ_Top\La_Grange.mid
[2024-08-27 17:59:31] [INFO ] Song ID: 185, Artist: Michael Jackson, Title: The Girl is Mine, Match: plagdet/data/midi_databases/lakh_clean\Michael_Jackson\The_Girl_Is_Mine.mid
[2024-08-27 17:59:33] [INFO ] Song ID: 205, Artist: Filter, Title: Take A Picture, Match: plagdet/data/midi_databases/lakh_clean\Filter\Take_a_Picture.mid
[2024-08-27 17:59:36] [INFO ] Song ID: 234, Artist: Nik Kershaw, Title: Wouldn't It Be Good, Match: plagdet/data/midi_databases/lakh_clean\Nik_Kershaw\Wouldnt_It_Be_Good.mid
[2024-08-27 17:59:36] [INFO ] Song ID: 240, Artist: Mariah Carey, Title: Thank God I Found You, Match: plagdet/data/midi_databases/lakh_clean\Mariah_Carey\Thank_God_I_Found_You.mid
[2024-08-27 17:59:37] [INFO ] Song ID: 250, Artist: Madonna, Title: Nothing Really Matters, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Nothing_Really_Matters.1.mid
[2024-08-27 17:59:37] [INFO ] Song ID: 250, Artist: Madonna, Title: Nothing Really Matters, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Nothing_Really_Matters.2.mid
[2024-08-27 17:59:37] [INFO ] Song ID: 250, Artist: Madonna, Title: Nothing Really Matters, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Nothing_Really_Matters.3.mid
[2024-08-27 17:59:37] [INFO ] Song ID: 250, Artist: Madonna, Title: Nothing Really Matters, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Nothing_Really_Matters.mid
[2024-08-27 17:59:40] [INFO ] Song ID: 281, Artist: TLC, Title: Unpretty, Match: plagdet/data/midi_databases/lakh_clean\TLC\Unpretty.mid
[2024-08-27 17:59:41] [INFO ] Song ID: 283, Artist: Gary Moore, Title: Still Got the Blues, Match: plagdet/data/midi_databases/lakh_clean\Gary_Moore\Still_Got_the_Blues.mid
[2024-08-27 17:59:42] [INFO ] Song ID: 300, Artist: Men At Work, Title: Down Under, Match: plagdet/data/midi_databases/lakh_clean\Men_at_Work\Down_Under.1.mid
[2024-08-27 17:59:42] [INFO ] Song ID: 300, Artist: Men At Work, Title: Down Under, Match: plagdet/data/midi_databases/lakh_clean\Men_at_Work\Down_Under.mid
[2024-08-27 17:59:46] [INFO ] Song ID: 336, Artist: Elton John, Title: Nikita, Match: plagdet/data/midi_databases/lakh_clean\Elton_John\Nikita.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.1.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.2.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.3.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.4.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.5.mid
[2024-08-27 17:59:50] [INFO ] Song ID: 383, Artist: Madonna, Title: Vogue, Match: plagdet/data/midi_databases/lakh_clean\Madonna\Vogue.mid
[2024-08-27 17:59:56] [INFO ] Song ID: 439, Artist: U2, Title: The Fly, Match: plagdet/data/midi_databases/lakh_clean\U2\The_Fly.mid
[2024-08-27 17:59:59] [INFO ] Song ID: 475, Artist: The Rolling Stones, Title: The Last Time, Match: plagdet/data/midi_databases/lakh_clean\The_Rolling_Stones\The_Last_Time.mid
[2024-08-27 17:59:59] [INFO ] Song ID: 476, Artist: The Verve, Title: Bittersweet Symphony, Match: plagdet/data/midi_databases/lakh_clean\The_Verve\Bittersweet_Symphony.mid
[2024-08-27 17:59:59] [INFO ] Song ID: 476, Artist: The Verve, Title: Bittersweet Symphony, Match: plagdet/data/midi_databases/lakh_clean\The_Verve\Bitter_Sweet_Symphonie.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.1.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.10.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.11.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.2.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.3.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.4.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.5.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_to_Heaven.6.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.7.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_to_Heaven.8.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.9.mid
[2024-08-27 18:00:03] [INFO ] Song ID: 517, Artist: Led Zeppelin, Title: Stairway to Heaven, Match: plagdet/data/midi_databases/lakh_clean\Led_Zeppelin\Stairway_To_Heaven.mid
[2024-08-27 18:00:04] [INFO ] Song ID: 526, Artist: Toni Basil, Title: Mickey, Match: plagdet/data/midi_databases/lakh_clean\Toni_Basil\Mickey.mid
[2024-08-27 18:00:08] [INFO ] Song ID: 568, Artist: Rick Astley, Title: Never Gonna Give You Up, Match: plagdet/data/midi_databases/lakh_clean\Rick_Astley\Never_Gonna_Give_You_Up.mid
[2024-08-27 18:00:09] [INFO ] Finished searching lakh_clean
